formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,YS
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,6,0.4656583308832845,0.37307771983050647,0.3196785216833562,0.3023801327491125,0.2919486414812728,13.0,73.0,60.0,38.137216465975925,13.263065104636974,22.0,43.0,73.0,30.0,46.77737328479418,3.622916519794754,43.0,26.9815386,180.94788,153.9663414,88.30276520873706,32.98861306516728,47.867,933.47,3290.0,2356.5299999999997,2316.419372724727,484.73318736977086,1941.0,4.0,13.0,9.0,4.939232707924952,1.014718506629645,4.0,3.0,6.0,3.0,4.719966395967517,0.667036908052601,4.0,121.0,175.0,54.0,163.68356202744332,8.03449659548616,160.0,1.33,1.63,0.2999999999999998,1.4987678521422572,0.08781032463744429,1.54,1.0,2.0,1.0,1.8000560067208065,0.31993278566152666,2.0,0.0,1.0,1.0,0.059927191262951554,0.11267184602057036,0.0,0.0,4.0,4.0,2.4799775973116778,0.8157894097109631,2.0,0.0,14.0,14.0,2.2385886306356766,3.7612802530983087,0.0,3.0,19.0,16.0,6.578549425931112,3.9723597187305164,4.0,0.0,1.0,1.0,0.19994399327919352,0.31993278566152666,0.0,0.0,5.0,5.0,0.2996359563147578,0.5633592301028519,0.0,0.0,8.0,8.0,6.920750490058807,1.1976793361941045,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.4203304396527585,0.6262573967571151,8.0,13.01,23.195,10.185,18.74890646877626,2.3133132962793983,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.310090544189304e-06,9.08610629465735e-06,2.25333333333e-05,194.0,229.0,35.0,209.85382245869505,17.127988531404505,194.0,1.8000560067208065,0.059927191262951554,2.4799775973116778,2.2385886306356766,False,0.022248762806663658,0.0028216196516569134,Al0.018311179954882368 Nb0.21036796044158537 Ta0.32766152901659035 Ti0.15180009926684176 V0.02310168258346377 Zr0.2687575487366363 ,Al0.059927191262951554Nb0.19994399327919352Ta0.1598991879025483Ti0.2800336040324839V0.0400448053766452Zr0.2601512181461776,0.04873725063427498,6.419493689989203,0.007784723959553459,3.5840269020465043,1.1042919077840259,-0.01346236676923064,88.30276520873706,315.3291745604,-5.667602276636136,0.06907204669644225,0.1448803920878234,4.939232707924951,4.857779864415429,6.208658639036685,16.0,1.0,1.0,14.0,0.0,41.82581069728368,0.2936997923421652,5.7402758632912185,-0.03734842569380936,1965.0
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,5,0.47921179538893743,0.3820580083022855,0.3236922757141584,0.3042336857420685,0.29253511485679623,13.0,73.0,60.0,40.13945673480818,13.48465739719626,22.0,43.0,73.0,30.0,46.85746289554747,3.64718338029183,43.0,26.9815386,180.94788,153.9663414,93.50884539355924,34.96581949537873,47.867,933.47,3290.0,2356.5299999999997,2360.7489722766736,527.2531322256572,1941.0,4.0,13.0,9.0,4.939232707924952,1.014718506629645,4.0,3.0,6.0,3.0,4.800056006720807,0.6638297351772944,4.0,121.0,175.0,54.0,164.3643237188463,7.787407521666534,160.0,1.33,1.61,0.28,1.4935620274432935,0.08510172136366237,1.54,1.0,2.0,1.0,1.800056006720807,0.3199327856615264,2.0,0.0,1.0,1.0,0.059927191262951554,0.11267184602057036,0.0,0.0,4.0,4.0,2.4799775973116778,0.8157894097109631,2.0,0.0,14.0,14.0,2.7992159059087087,4.479058999261373,0.0,3.0,19.0,16.0,7.139176701204145,4.743000747880281,4.0,0.0,1.0,1.0,0.19994399327919352,0.3199327856615267,0.0,0.0,5.0,5.0,0.2996359563147578,0.5633592301028519,0.0,0.0,8.0,8.0,6.920750490058807,1.1976793361941045,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.4203304396527585,0.6262573967571152,8.0,16.48,23.195,6.715,18.953535424250912,2.2068443522099725,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.310090544189304e-06,9.08610629465735e-06,2.25333333333e-05,194.0,229.0,35.0,209.85382245869508,17.127988531404508,194.0,1.800056006720807,0.059927191262951554,2.4799775973116778,2.7992159059087087,False,0.019409168797571597,0.0026448374814889036,Al0.017291709863870075 Nb0.19865577999740433 Ta0.38690929772828003 Ti0.14334866897144025 Zr0.25379454343900537 ,Al0.059927191262951554Nb0.19994399327919352Ta0.19994399327919352Ti0.2800336040324839Zr0.2601512181461776,0.04547416397773923,6.7722435100881,0.004807108988906044,3.279681895627532,1.0715329481420122,-0.012629885520214003,93.50884539355924,333.9200869004,-6.10759128949035,0.06670473538257378,0.13791208011329323,4.939232707924951,4.402675305074694,6.3203836460375244,13.0,1.0,1.0,11.0,0.0,42.7136040324839,0.3124358387747061,6.308602820521045,-0.043445984018848305,1965.0
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,6,0.42520583250938604,0.3247216551719694,0.26505266368491237,0.24405992837059837,0.2297749775199474,13.0,73.0,60.0,44.88,17.7568,22.0,43.0,73.0,30.0,47.64,4.201600000000001,43.0,26.9815386,180.94788,153.9663414,106.16637508800002,47.27027194368001,47.867,933.47,3290.0,2356.5299999999997,2397.1976,524.354496,1941.0,4.0,13.0,9.0,5.12,1.2608000000000001,4.0,3.0,6.0,3.0,4.96,0.6976,4.0,121.0,175.0,54.0,164.48,8.9408,160.0,1.3,1.61,0.31000000000000005,1.4788000000000001,0.10243199999999997,1.33,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.08,0.1472,0.0,0.0,4.0,4.0,2.44,0.8480000000000001,2.0,0.0,14.0,14.0,4.4799999999999995,6.0927999999999995,0.0,3.0,19.0,16.0,8.8,6.288,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,5.0,5.0,0.4,0.736,0.0,0.0,8.0,8.0,6.76,1.3856000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.359999999999999,0.6656000000000001,7.0,16.48,23.195,6.715,19.2194,2.3055839999999996,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,210.48000000000002,17.1392,194.0,1.8,0.08,2.44,4.4799999999999995,False,0.02373869707974785,0.0033288395915522626,Al0.020331513496724612 Hf0.20174749285963864 Nb0.17502034881193038 Ta0.34087606334870996 Ti0.09017356005670085 Zr0.17185102142629535 ,Al0.08Hf0.12Nb0.2Ta0.2Ti0.2Zr0.2,0.04777865812693532,5.491539242249106,0.0004756669115123201,3.6032000000000006,1.0713675997624037,-0.014499950603880101,106.166375088,530.8318754400001,-6.35182648885497,0.06676244601608974,0.14095999999999997,5.12,6.329599999999999,6.398000000000001,15.0,1.0,1.0,13.0,0.0,44.4076,0.3085754511966028,7.171648000000001,-0.04438401538164603,1841.0
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,6,0.4552598161791028,0.36389624842651147,0.31673611035160143,0.3053198641813584,0.30111403889193217,13.0,73.0,60.0,36.7008700870087,14.65075040357321,22.0,43.0,73.0,30.0,47.917191719171925,5.0385310358218565,43.0,26.9815386,180.94788,153.9663414,84.87466407254725,36.48315972190476,47.867,933.47,3290.0,2356.5299999999997,2265.040657065707,521.9149184045318,1941.0,4.0,13.0,9.0,5.299129912991298,1.5387877221565536,4.0,3.0,6.0,3.0,4.62016201620162,0.7453690463555807,4.0,121.0,175.0,54.0,161.2256225622562,9.42980058581916,160.0,1.33,1.63,0.2999999999999998,1.514170417041704,0.07824452472249929,1.54,1.0,2.0,1.0,1.7998799879988,0.32014398559567925,2.0,0.0,1.0,1.0,0.0999099909990999,0.17985596939531934,0.0,0.0,4.0,4.0,2.4002400240024,0.8799760264055208,2.0,0.0,14.0,14.0,2.238823882388239,3.7616002824404853,0.0,3.0,19.0,16.0,6.538853885388537,3.9854730747602205,4.0,0.0,1.0,1.0,0.2001200120012001,0.32014398559567925,0.0,0.0,5.0,5.0,0.49954995499549953,0.8992798469765969,0.0,0.0,8.0,8.0,6.600660066006601,1.5593519748014406,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.3003300330033,0.6998798889789969,8.0,13.01,23.195,10.185,18.350811581158116,1.9388380890294243,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.760676067596759e-06,9.464540813503295e-06,2.25333333333e-05,194.0,229.0,35.0,211.0951095109511,17.100238556708955,194.0,1.7998799879988,0.0999099909990999,2.4002400240024,2.238823882388239,False,0.022248762806663658,0.0024695943235380274,Al0.03176124828445478 Nb0.21905743113982806 Ta0.3409316546246609 Ti0.1692087539968315 V0.023950246509077983 Zr0.21509066544514677 ,Al0.0999099909990999Nb0.2001200120012001Ta0.15991599159915992Ti0.3000300030003V0.039903990399039906Zr0.2001200120012001,0.045358895350190026,3.624438303386297,-0.0005781913691914104,3.176584985231196,1.1045576501050682,-0.01377584496424996,84.87466407254726,282.8872553538,-6.6956586936522,0.06575319970097654,0.13848067975114342,5.299129912991299,8.609016437197274,6.0667086708670865,16.0,1.0,1.0,14.0,0.0,41.62734773477348,0.30074804548837303,5.969003980506063,-0.03964887107031402,2035.0
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,6,0.42426406871192857,0.3239611801277484,0.26472116807053714,0.24393855425784636,0.2297508862927027,13.0,73.0,60.0,34.7,13.76,13.0,43.0,73.0,30.0,51.2,8.720000000000002,43.0,26.9815386,180.94788,153.9663414,79.48657172,33.649841935999994,26.9815386,933.47,3290.0,2356.5299999999997,2169.094,601.9248,933.47,4.0,13.0,9.0,6.3,2.6799999999999997,4.0,3.0,6.0,3.0,4.5,0.8,3.0,121.0,175.0,54.0,156.4,14.639999999999997,121.0,1.33,2.16,0.8300000000000001,1.5820000000000003,0.13400000000000004,1.33,1.0,2.0,1.0,1.7,0.42000000000000004,1.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.4,1.28,0.0,0.0,14.0,14.0,1.4,2.52,0.0,3.0,19.0,16.0,5.7,2.72,3.0,0.0,1.0,1.0,0.3,0.41999999999999993,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,5.6,2.3600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.9,0.9399999999999998,5.0,15.69,23.195,7.505000000000001,18.29,1.961999999999999,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,214.2,16.160000000000004,194.0,1.7,0.2,2.4,1.4,False,0.1582102508344636,0.011278993119197351,Al0.067891259941735 Mo0.12070266961740382 Nb0.23377210945359544 Ta0.22765157575161177 Ti0.12044349982439584 Zr0.229538885411258 ,Al0.2Mo0.1Nb0.2Ta0.1Ti0.2Zr0.2,0.04524536558032184,1.8719940624334084,-0.003686118944305783,3.140000000000001,1.0809967795115771,-0.014533431935812188,79.48657172,397.42285860000004,-7.0993727256720645,0.08674647535376609,0.18800000000000006,6.3,16.840000000000003,5.904000000000001,19.0,2.0,1.0,16.0,0.0,45.955000000000005,0.5613596118240158,11.390500000000003,-0.10744983682877987,2000.0
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,5,0.48994697387264374,0.4000525298587341,0.3493460272262922,0.33265346034748977,0.32184385531374826,13.0,73.0,60.0,32.793279327932794,14.398677851583537,22.0,43.0,73.0,30.0,50.8031803180318,8.884055642287898,43.0,26.9815386,180.94788,153.9663414,74.82847353321331,35.328760356235584,47.867,933.47,3290.0,2356.5299999999997,2135.5591029102907,599.381767669116,1941.0,4.0,13.0,9.0,6.201020102010202,2.7212238775632747,4.0,3.0,6.0,3.0,4.3996399639964,0.7999998919783968,4.0,121.0,175.0,54.0,155.8931893189319,13.9656509305296,160.0,1.33,1.61,0.28,1.547032703270327,0.056985588747893716,1.54,1.0,2.0,1.0,1.6999699969997,0.42002400059987993,1.0,0.0,1.0,1.0,0.2001200120012001,0.32014398559567925,0.0,0.0,4.0,4.0,2.2997299729972998,1.1601919867954393,2.0,0.0,14.0,14.0,1.3987398739873986,2.5179835715344714,0.0,3.0,19.0,16.0,5.598559855985599,2.6778755283269104,4.0,0.0,1.0,1.0,0.3000300030003,0.42002400059987993,0.0,0.0,5.0,5.0,1.0006000600060005,1.6007199279783964,0.0,0.0,8.0,8.0,5.699069906990699,2.280995876365314,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.999699969997,0.8003599639891982,7.0,16.48,23.195,6.715,17.88780528052805,1.282215063090467,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.760676067596759e-06,9.464540813503295e-06,0.0,194.0,229.0,35.0,214.2016201620162,16.15887169274983,194.0,1.6999699969997,0.2001200120012001,2.2997299729972998,1.3987398739873986,False,0.019409168797571597,0.0016331733826303822,Al0.07215897336254236 Nb0.37251463452310796 Ta0.2415992229760226 Ti0.19192608743035308 Zr0.12180108170797407 ,Al0.2001200120012001Nb0.3000300030003Ta0.0999099909990999Ti0.3000300030003Zr0.0999099909990999,0.033292849956956395,1.7660304696034284,0.01021478434302191,1.8989196849477925,1.0720511933304742,-0.012509569097701706,74.82847353321333,249.4033022862,-11.286009286621391,0.05565672847375988,0.11548259236364682,6.201020102010201,15.127102629254825,5.838487848784879,13.0,1.0,1.0,11.0,0.0,38.63824182418242,0.28555861813702355,4.994248848827278,-0.0329487686697548,1280.0
Al0.25 Nb1 Ta1 Ti1 V1,Al0.25 Nb1 Ta1 Ti1 V1,5,0.47425045578226765,0.3739918341020118,0.3104876079009688,0.2868273673943497,0.2702819723256788,13.0,73.0,60.0,38.1764705882353,17.716262975778548,22.0,43.0,73.0,30.0,47.588235294117645,3.1833910034602066,43.0,26.9815386,180.94788,153.9663414,89.27250462352943,44.85141211903114,47.867,933.47,3290.0,2356.5299999999997,2446.439411764706,539.8217301038062,1941.0,4.0,13.0,9.0,5.235294117647059,0.9134948096885814,4.0,3.0,6.0,3.0,4.647058823529412,0.8027681660899655,4.0,121.0,170.0,49.0,159.35294117647058,7.501730103806231,153.0,1.5,1.63,0.1299999999999999,1.57,0.04705882352941176,1.5,1.0,2.0,1.0,1.7647058823529411,0.35986159169550175,1.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861593,0.0,0.0,4.0,4.0,2.823529411764706,0.7197231833910034,2.0,0.0,14.0,14.0,3.2941176470588234,5.038062283737024,0.0,3.0,19.0,16.0,7.9411764705882355,5.204152249134948,4.0,0.0,1.0,1.0,0.23529411764705882,0.35986159169550175,0.0,0.0,5.0,5.0,0.29411764705882354,0.5536332179930796,0.0,0.0,8.0,8.0,6.588235294117647,1.0519031141868513,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.117647058823529,0.41522491349480944,7.0,13.01,18.18,5.17,16.498823529411766,1.6440138408304499,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.3019607843058825e-06,8.108881199526643e-06,0.0,194.0,229.0,35.0,220.52941176470588,12.484429065743944,194.0,1.7647058823529411,0.058823529411764705,2.823529411764706,3.2941176470588234,False,0.004216087244049427,0.0006285300613764984,Al0.017778702816784668 Nb0.244871865061582 Ta0.4769214434416596 Ti0.12616228901505736 V0.13426569966491622 ,Al0.058823529411764705Nb0.23529411764705882Ta0.23529411764705882Ti0.23529411764705882V0.23529411764705882,0.02878295921678821,6.454443333816686,-0.00970488759355845,2.0761245674740487,1.0485654711745533,-0.01270766391344736,89.27250462352941,379.40814465000005,-15.338921880268577,0.03940535381315691,0.08512110726643604,5.235294117647059,4.8166089965397925,6.277058823529411,14.0,1.0,1.0,12.0,0.0,46.735882352941175,0.27911204464355716,6.763460207612457,-0.03749582133938458,1330.0
Al0.5 Nb1 Ta1 Ti1 V1,Al0.5 Nb1 Ta1 Ti1 V1,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,73.0,60.0,36.77777777777778,17.975308641975307,22.0,43.0,73.0,30.0,49.0,5.333333333333333,43.0,26.9815386,180.94788,153.9663414,85.8118954,45.435764088888895,47.867,933.47,3290.0,2356.5299999999997,2362.3855555555556,584.5461728395062,1941.0,4.0,13.0,9.0,5.666666666666667,1.62962962962963,4.0,3.0,6.0,3.0,4.555555555555555,0.8395061728395061,4.0,121.0,170.0,49.0,157.22222222222223,9.925925925925924,153.0,1.5,1.63,0.1299999999999999,1.5722222222222222,0.046419753086419754,1.5,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,4.0,4.0,2.6666666666666665,0.8888888888888888,2.0,0.0,14.0,14.0,3.111111111111111,4.839506172839506,0.0,3.0,19.0,16.0,7.666666666666667,5.037037037037037,4.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,8.0,8.0,6.222222222222222,1.4814814814814814,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,0.4444444444444444,7.0,13.01,18.18,5.17,16.49777777777778,1.5540740740740735,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,220.77777777777777,11.901234567901238,194.0,1.7777777777777777,0.1111111111111111,2.6666666666666665,3.111111111111111,False,0.004216087244049427,0.0006145798878192383,Al0.03493628382590572 Nb0.24059440857219688 Ta0.4685905119862904 Ti0.12395846824647938 V0.13192032736912757 ,Al0.1111111111111111Nb0.2222222222222222Ta0.2222222222222222Ti0.2222222222222222V0.2222222222222222,0.027972008430731034,3.69908683908586,-0.007832727171694094,2.0246913580246915,1.0485654711745533,-0.01314521343892854,85.8118954,386.1535293,-16.80042782438605,0.039179040126233126,0.08518518518518522,5.666666666666666,8.39506172839506,6.116666666666666,14.0,1.0,1.0,12.0,0.0,45.61666666666666,0.2957428958519222,7.0898765432098765,-0.04178698886938127,1014.0
Al1 Nb1 Ta1 Ti1 V1,Al1 Nb1 Ta1 Ti1 V1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,13.0,73.0,60.0,34.4,18.080000000000002,13.0,43.0,73.0,30.0,51.4,8.639999999999999,43.0,26.9815386,180.94788,153.9663414,79.92885972,45.598616224,26.9815386,933.47,3290.0,2356.5299999999997,2219.494,640.4048,933.47,4.0,13.0,9.0,6.4,2.64,4.0,3.0,6.0,3.0,4.4,0.8800000000000001,3.0,121.0,170.0,49.0,153.6,13.280000000000001,121.0,1.5,1.63,0.1299999999999999,1.576,0.04479999999999999,1.5,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,4.0,4.0,2.4,1.1199999999999999,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,19.0,16.0,7.2,4.720000000000001,3.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,5.6,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.8,0.7200000000000001,5.0,13.01,18.18,5.17,16.496000000000002,1.4007999999999998,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,221.2,10.880000000000006,194.0,1.8,0.2,2.4,2.8,False,0.004216087244049427,0.0005852031887117094,Al0.06751388345716287 Nb0.2324726771418027 Ta0.45277232937860307 Ti0.11977400945711876 V0.12746710056531255 ,Al0.2Nb0.2Ta0.2Ti0.2V0.2,0.026536577211162694,2.209728689451367,-0.004650054454524688,1.9200000000000006,1.0485654711745533,-0.013380866803977112,79.92885971999999,399.6442986,-19.0017866378478,0.0385365777428947,0.08400000000000007,6.3999999999999995,13.440000000000003,5.844,14.0,1.0,1.0,12.0,0.0,43.714,0.3205762106066995,7.455200000000002,-0.04672354964686024,993.0
Nb1 Ta1 Ti1 V1,Nb1 Ta1 Ti1 V1,4,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,22.0,73.0,51.0,39.75,17.25,22.0,43.0,48.0,5.0,46.0,1.5,43.0,47.867,180.94788,133.08088,93.16569000000001,43.89109500000001,47.867,1941.0,3290.0,1349.0,2541.0,479.0,1941.0,4.0,5.0,1.0,4.75,0.375,4.0,4.0,6.0,2.0,4.75,0.75,4.0,153.0,170.0,17.0,161.75,5.25,153.0,1.5,1.63,0.1299999999999999,1.5675000000000001,0.04749999999999999,1.5,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.5,2.0,0.0,14.0,14.0,3.5,5.25,0.0,4.0,19.0,15.0,8.25,5.375,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.25,0.375,7.0,13.01,18.18,5.17,16.5,1.7450000000000006,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,220.25,13.125,194.0,1.75,0.0,3.0,3.5,False,0.004216087244049427,0.0006412753586804015,Nb0.2493041698075761 Ta0.4855539630522781 Ti0.12844589032722237 V0.13669597681292328 ,Nb0.25Ta0.25Ti0.25V0.25,0.029668795267165787,117.14671999971722,-0.01181106806815585,2.125,1.0485654711745533,-0.011525651318350769,93.16569000000001,372.66276000000005,-13.093798506293247,0.03952676574242639,0.08437500000000003,4.75,0.25,6.4575,13.0,1.0,0.0,12.0,0.0,47.995000000000005,0.2584306611058616,6.2975,-0.031118506870790166,1092.0
